Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Category
1448.6,3831.7,38,132,53,-971.84,2
7209,5796.7,52,544,94,-1661,4
39135,9846.3,46,2055,179,-3652.8,5
2.80E+05,23498,78,9276,469,-9722.2,5
13839,8993.3,25,730,147,-2983.5,5
3279.3,5292.1,45,248,71,-1108.3,4
1.53E+05,17736,113,5856,451,-11259,0
3.57E+05,20309,50,12358,511,-16380,0
69109,11329,141,3373,248,-5183.3,1
3830.9,6399.9,67,250,102,-2465.1,4
48761,14897,56,2196,297,-6472.3,5
5822.4,6286.4,7,398,94,-2152.8,0
1.38E+05,16291,242,5635,336,-8736.6,0
76926,13474,178,2907,284,-8610.3,0
11718,9238.4,38,655,157,-3000.4,4
38119,10545,98,1751,204,-4221.1,2
28881,11906,97,1469,218,-2.23E+06,0
89249,13247,52,3888,268,-7660.9,0
89120,16460,180,3720,339,-7368,0
4212.1,5151,15,317,80,-857.68,2
51313,10351,17,2598,187,-2641.4,4
1400.1,3489.5,21,100,39,-586.57,4
10628,8767.8,87,588,139,-2712.3,4
10270,6399.2,15,688,109,-3501.6,3
17471,9081.2,82,844,143,-2743.5,4
1.48E+05,14939,58,5849,329,-8752.8,0
11859,6702.6,8,766,106,-1882.1,2
2.88E+05,25811,109,8349,538,-10100,4
1.94E+05,17177,51,7459,391,-8540.8,4
2962.4,5154.5,35,205,78,-1310.1,5
2.67E+05,17906,91,9410,479,-8833.8,0
57.906,2240.5,11,5,32,-733.11,4
10373,6803.6,14,689,108,-2748.8,3
39261,9666.1,21,1884,197,-2220.4,3
58225,12565,61,2823,223,-2687.8,4
4093.7,7090.3,71,248,101,-2258.9,4
1.52E+05,20712,74,5537,449,-7201,2
2.22E+05,18004,48,8337,434,-8469.4,0
16405,9464.7,81,974,171,-2980.3,4
71082,10507,32,3455,246,-7433.2,0
1.73E+05,13867,67,6738,349,-6333.5,0
75219,11867,25,3631,250,-4350.9,3
9009.8,6610.4,15,587,114,-2173.5,0
53312,10828,118,2390,234,-5463.5,0
5.63E+05,23747,127,17702,583,-14384,0
1.61E+05,18159,88,6289,388,-8831.8,3
30807,9505.3,102,1748,172,-3167.7,5
4794.1,5628.6,19,344,84,-1391.7,1
74198,12833,23,3629,248,-4449.3,2
19830,7525.2,14,972,119,-3069.2,4
5.15E+05,21931,135,18066,540,-11794,4
10755,7596.1,37,653,155,-3492.8,3
4.51E+05,23804,47,15506,483,-10799,5
4.11E+05,22605,67,14126,473,-8278.4,4
14087,9204.7,10,730,149,-2967.7,5
78885,12456,44,3538,273,-7150.7,3
4637.9,6118.5,14,291,89,-904.41,5
38022,9145.8,40,2053,180,-3831.2,5
12302,8378,81,694,129,-2538.5,4
34969,10060,97,1923,177,-3735,5
9478.2,7490.6,95,490,129,-3141.9,0
36444,11128,103,1810,196,-5758.9,0
1.32E+05,13116,49,5320,310,-6448,0
33414,10624,133,1523,162,-4174.8,0
68493,10520,150,3373,246,-5548.5,1
15566,8558.4,84,809,148,-3817.8,0
24500,9503.7,30,1252,153,-2734.5,4
13701,9142.7,24,728,148,-2864,4
3229,4883.8,11,225,73,-1697.3,0
41962,13397,49,1580,234,-2689.8,4
48054,12964,48,2324,289,-6738.7,0
57.826,2435,91,6,33,-193.45,3
2.68E+05,24019,90,8870,539,-12400,4
93905,12898,64,3886,255,-6348.3,4
14057,6797.4,13,805,96,-1529.1,4
2886.8,6280.6,4,166,110,-2615.8,0
4738.8,5566,21,342,84,-1750.1,1
75789,13878,34,3630,250,-3748.5,3
2.02E+05,18300,54,7458,390,-8831.1,3
36874,9687.1,111,1752,204,-4147,3
10043,9817,36,587,154,-1610.5,3
19942,8452.9,78,1162,163,-3571.8,2
1.02E+05,12400,58,4618,323,-4869.8,4
73999,12350,29,3631,248,-4710.9,2
59291,14742,39,2187,215,-5030,3
51.062,2564,6,5,34,-311.46,1
73561,12841,67,3380,295,-7305.5,0
26438,8716.2,42,1364,156,-2260,4
2.09E+05,14793,47,8073,343,-8057.8,0
1.94E+05,15792,66,7460,389,-9758.7,4
11164,8262.4,24,653,155,-3258.8,4
7339.7,5856.9,43,544,93,-1646.6,4
17089,9592.3,70,972,171,-3919.3,4
26628,8973.2,39,1363,156,-2493,3
71411,12453,29,3211,263,-5628.1,5
4880.6,7887.5,24,271,132,-2552.1,5
34618,11796,22,1580,235,-2859.6,2
13976,7712.5,96,810,120,-1992.4,4
4070.2,7038.6,71,250,102,-2349.6,4
34082,10426,89,1923,177,-3332.1,4
25863,9333.6,34,1468,199,-5669.3,0
12089,6739.5,8,764,104,-1830.7,2
4801.5,5780.3,22,343,86,-1459.5,1
8932.4,5853.1,13,651,116,-1915.3,0
12235,8693.8,97,619,137,-2717.5,3
14098,7472.8,96,810,119,-2358.5,3
37416,11830,33,1938,230,-3078.6,0
30417,9407,121,1746,171,-3262.8,4
4.04E+05,24739,134,11432,524,-10598,0
26074,8453.7,26,1365,155,-2478.8,3
1.37E+05,17311,70,5538,448,-7600.2,2
6535.1,7074.6,34,428,96,-1666.9,5
38584,13088,22,1518,198,-4539.3,0
1.16E+05,12854,45,4905,235,-1971.4,2
10458,10144,36,586,154,-2180.1,2
1.01E+05,12873,32,4057,235,-5999.7,0
5.02E+05,19615,277,16574,505,-12113,0
5.16E+05,22073,138,18067,540,-11828,4
1346.4,3783.1,27,100,40,-604.65,3
61321,11525,79,2670,203,-4702.1,0
78714,12062,37,3538,271,-6420,3
5.16E+05,22254,137,18067,541,-11547,4
55544,10778,41,2466,245,-7222.6,0
30565,11438,15,1360,219,-4603.9,0
4261.9,4965.7,10,316,78,-1448.6,2
83594,10961,24,3449,219,-2168.9,3
73526,12151,21,3629,249,-4728.7,1
1.75E+05,16085,83,7099,364,-8668.4,0
2.66E+05,23998,85,8869,540,-12000,3
74704,12314,28,3631,250,-3960.7,3
6003.6,6486.6,10,341,86,-2014.4,0
39221,9446.7,53,1873,209,-5247,0
44486,11193,23,2121,228,-5874.2,0
13532,9930.6,13,690,135,-5312.4,0
50763,10153,70,2191,225,-4141.6,2
8.60E+05,28545,152,23159,802,-19382,0
11204,6057.2,24,763,102,-1862.5,4
4035.5,6980.8,72,249,102,-2353.4,4
25457,9406.5,32,1317,224,-3825.7,0
23021,8088.5,18,1356,146,-2303.5,0
2.05E+05,17396,128,6197,380,-7637.7,0
4205.5,4750.1,16,339,72,-1320.6,4
79757,13092,30,3540,271,-5130.3,4
1.43E+05,14360,163,6057,309,-6157.4,3
50103,8978.7,42,2600,188,649.42,4
4.73E+05,24761,59,15505,483,-14599,3
1.00E+05,12232,47,4430,278,-6058.6,0
1.16E+05,11572,45,4905,234,-4499.7,2
2.97E+05,19911,98,10389,460,-10275,0
51.491,2465,7,5,34,-732.6,1
10329,6561.2,18,690,110,-3138.9,3
1.61E+05,18762,85,6289,389,-9249.9,4
52354,9613.1,19,2599,189,-2150.6,5
47009,8722.5,23,2676,215,-4548.8,3
47986,12174,22,2187,215,-6380.3,3
87104,11254,17,3449,221,-3161,3
12131,8342.3,87,692,128,-2579.5,2
29971,12047,37,1520,193,-2370.9,4
4.10E+05,22402,52,14124,474,-5958.9,3
13979,7415.3,95,810,121,-2403.5,4
59.3,2491.6,92,5,33,-367.92,2
24373,9584,20,1310,178,-3803.7,0
35661,9876.8,122,1691,209,-4362,4
16290,7264,29,1017,138,-3626.6,0
27961,10420,26,1522,194,-2469.7,4
4231,5225.7,13,292,87,-1390,1
45493,12116,57,2060,272,-2632.5,5
2.07E+05,19690,54,6064,352,-11565,0
2847.4,5078.2,45,223,66,-1227.2,4
77140,13208,103,3465,320,-7049.4,5
38814,10942,40,1998,195,-2850.3,3
91551,14208,53,3884,254,-3390.7,4
39182,12261,32,1813,235,-4421.6,0
2.30E+05,17460,70,8351,449,-11111,0
25501,8557.8,32,1519,158,-3174.3,2
51954,13439,37,2464,234,-3470.2,3
4.12E+05,22442,63,14124,472,-7721.7,4
4513.7,5201.1,16,291,88,-727.27,2
2.63E+05,23779,83,8871,539,-14699,3
3.12E+05,20229,62,10535,514,-13251,0
1399.6,4453.7,8,101,61,-1111.4,0
2.80E+05,24025,66,8871,540,-13500,3
1937.1,4838.6,15,167,64,-934.55,4
85912,11209,18,3449,220,-3660.5,3
3197.1,6043,15,271,128,-3859.5,0
1.61E+05,18132,83,6290,388,-10100,4
12798,7082.3,17,807,133,-2850.9,4
1453.7,4126.1,40,133,53,-850.35,2
27178,10854,37,1470,214,-2268.6,3
29650,9509.8,34,1625,178,-3391.3,5
17488,9680.2,94,937,159,-3214.1,0
1.43E+05,13341,32,5829,259,-7119.7,0
1.65E+05,17528,65,6743,353,-7226.3,4
91846,13619,100,4252,314,-9962,0
4671.2,5850.3,45,345,96,-2029.8,0
1.65E+05,17521,68,6745,351,-7385.5,2
4692.7,8207.6,32,272,130,-2647,5
5.79E+05,23239,443,16587,548,-15239,0
5.49E+05,28171,172,15013,614,-14501,0
72613,13225,38,2259,253,-7053.1,0
29620,9103.7,30,1414,167,-2058.5,4
5.15E+05,21812,142,18068,539,-11835,4
4.48E+05,18096,67,15861,456,-11462,0
52.737,2568.6,7,5,32,-547.39,1
59075,16747,90,2329,354,-11599,0
4753.6,5861.6,22,342,86,-1260.6,1
72176,15181,144,2397,279,-6459,0
92023,14972,66,4069,334,-6596.4,0
7272.1,5962.8,48,544,92,-1647.2,3
1.02E+05,14194,34,4521,314,-6907.1,0
8846.4,8073.8,17,520,136,-3120,0
46563,13161,53,1582,235,-2228.6,2
38751,8868.1,41,2053,181,-3901.4,5
4.74E+05,24511,46,15506,484,-10698,3
13796,7098.6,95,809,119,-2433.7,3
38820,9488.7,12,1884,197,-2278.9,5
12295,7371.9,17,803,136,-2754,0
19495,7904.3,54,1162,151,-3632.3,0
4296.4,5954.8,120,317,87,-1375,3
90833,12355,64,3884,255,-5739.9,3
43812,10074,97,2180,158,-3026.1,3
62438,10984,41,3058,244,-5738.9,0
90584,15072,17,3296,258,-5689.7,0
80387,15317,75,3465,320,-6956.6,5
86033,11017,28,3451,221,-3810.7,4
32506,8990.7,42,1691,194,-5134.6,0
6443.8,6970.5,12,396,118,-2230.6,5
4305.7,6342,13,205,87,-2770,2
26567,9167.9,25,1363,155,-2539.3,3
30253,9864.7,120,1747,170,-3116.8,5
11451,7335,36,730,122,-3472.6,0
2040.6,3721.4,8,160,44,-586.77,5
49791,12695,53,2258,288,-6626.2,0
3409.4,5148.7,48,131,50,-788.39,1
85193,11061,20,3449,219,-2959.4,3
28729,8841.6,32,1626,180,-3418.7,4
25649,8397.5,25,1365,156,-1868.6,2
1.21E+05,15673,60,4427,270,-5380.1,4
7351.7,6010.9,50,544,94,-1622.6,2
10554,6877.7,13,688,110,-3120.9,4
9211.3,7656.9,25,555,138,-2833.8,2
30464,9442.8,119,1747,172,-3249.1,5
11235,6171.3,18,764,103,-1830.2,4
25457,7678.6,44,1621,143,-3901.5,0
90608,13060,56,3886,253,-6099.5,3
1.41E+05,13807,50,5845,314,-4711,3
49952,12955,37,2464,235,-4810.4,3
87068,13565,49,4244,293,-6351.5,0
14102,8353.4,23,696,153,-4043.5,0
18380,8863.2,61,1019,165,-4781.2,0
37055,12190,27,1575,201,-3706.4,0
8172.7,7526.6,19,454,112,-1829.4,4
4067.9,6889.4,71,248,102,-2236.7,4
1.33E+05,13496,217,5529,302,-7927.6,0
51.762,2604,7,6,33,-580.31,1
1.44E+05,14374,158,6057,307,-6115,4
37436,11250,33,1415,166,-2149.8,3
1.47E+05,17610,112,5848,361,-7209.6,5
34577,10508,166,1696,197,-4823.8,0
32445,9768.7,88,1923,177,-3483.5,4
5404.6,6284,7,292,78,-2818.8,2
5306,6781.8,53,345,108,-2143.7,3
12343,7998.3,94,620,136,-3022.6,3
4957.9,6530.4,53,319,107,-1926.7,3
39670,9703,19,1885,197,-2700.4,3
1.28E+05,14832,49,5426,321,-7076.1,0
1.22E+05,15818,89,4819,335,-6225.9,0
52742,12066,34,2191,223,-3949.3,3
17210,9261.4,36,931,183,-4187.2,2
49.592,2548.7,6,4,33,-397.71,1
5779.1,7345.2,15,291,78,-2172.6,2
42393,14163,57,1582,233,-1748.5,4
46648,12974,66,2062,274,-5853.1,4
9227.9,7041.5,16,553,138,-3170.5,3
1.17E+05,15600,52,4426,272,-5441,3
90601,12301,51,3884,253,-4362.6,4
51139,12817,28,2463,234,-5710.6,2
80078,12837,61,3540,271,-6382.1,3
51662,14125,40,2464,234,-3800.7,3
73500,12168,27,3631,249,-4438.2,1
1.15E+05,11383,34,4905,235,-4611.4,2
11195,6083.1,25,763,103,-1893.7,4
31371,11094,27,1026,208,-3698.9,0
5304.1,6912.6,55,345,106,-2123.7,3
18590,9641.7,17,977,190,-4291.8,0
1.64E+05,17569,74,6744,352,-7341.5,2
30437,8236.7,38,1513,132,-2005.3,4
2.65E+05,24269,72,8871,541,-12401,3
1454.8,3763.2,42,132,52,-1004.7,2
26718,9268.4,45,1414,173,-3418.6,4
2.61E+05,20437,65,8865,458,-12173,0
9273.8,8152.9,32,553,137,-2797.6,2
3685.4,4006.1,16,295,64,-2365.4,0
10227,6503.7,27,690,109,-1840.2,3
2.65E+05,18711,66,9682,435,-8981.2,0
4.82E+05,26001,89,15504,483,-12101,4
10494,6658.7,17,689,109,-3221,3
51735,14396,35,2463,233,-2451,3
17432,9648.6,35,932,183,-4054.4,1
12823,7875.9,15,805,132,-2705.5,4
11913,8057.7,82,693,127,-2459.5,4
77855,13403,31,3210,261,-5474.9,4
70404,12061,42,3211,263,-5760.8,5
25740,9352.7,24,1416,175,-3165.4,3
4005.1,5309.5,124,319,89,-1553.8,3
1.05E+05,14345,134,4518,270,-4988.5,0
20843,9022.2,22,1160,159,-4101.1,0
53096,13054,82,2193,224,-1930.8,3
5242.5,6981.3,7,291,78,-1489.1,2
45171,13030,151,1939,278,-5676,5
8.44E+05,23908,63,20414,533,-14354,0
11044,5779.4,17,765,103,-1929.9,4
4.12E+05,22432,58,14125,474,-7690.4,2
61186,12047,37,2753,247,-5358.5,3
24452,10975,15,1111,166,-894.04,3
13561,8673.4,18,728,147,-2901,3
5371.6,7243.5,16,291,78,-1570,2
61473,13580,56,2821,224,-2539.2,5
7123,5600.6,55,546,94,-1654.9,3
54942,10397,46,2596,212,-5355.1,0
34358,9995.6,132,1690,207,-4527.3,4
2.40E+05,18918,68,8998,442,-9213.7,0
9533.9,7981.6,93,489,129,-2893.3,2
1245.1,4189.8,35,101,50,-924.53,5
14242,6640.2,82,809,119,-2533.9,4
28281,10132,25,1413,167,-2539.3,4
12859,7842.5,16,806,133,-2806.3,4
59509,14323,162,2611,306,-6785.5,2
30072,10556,29,1578,184,-4388.1,0
4738.7,8126.1,26,272,132,-1833,5
4223,6342.8,64,271,100,-1931.4,5
5402,7103.1,12,293,80,-2070.8,2
5255.7,7697.9,23,206,87,-2500.4,3
68803,11408,147,3374,247,-5203.3,1
5.88E+05,23941,142,16962,617,-11491,0
1.40E+05,19196,28,2611,274,-10685,0
21718,8224.3,78,1257,158,-2917.4,0
1.60E+05,18468,88,6290,387,-9179.4,3
85168,11123,17,3451,221,-3070.1,3
1.94E+05,15659,58,7458,389,-9782.7,4
1.18E+05,16134,60,4426,270,-4210.5,2
1.16E+05,15364,55,4426,271,-3861.6,2
9599.8,8306.4,100,491,130,-2879.3,2
4.69E+05,21858,100,12979,443,-10019,0
42268,10626,23,2060,224,-4607.9,0
41397,9734.8,101,2182,160,-3051.2,5
1.10E+05,14484,49,4619,323,-7260.5,4
22247,9978.6,25,1211,183,-1758.4,4
27506,9767.3,97,1404,159,-2854.9,4
3.63E+05,14925,57,12323,372,-8156.4,0
12376,8951.2,92,619,137,-2679.1,3
2013.1,4164.6,7,167,64,-1086.5,3
39977,9528.3,13,2057,183,-5566,0
2.02E+05,19265,50,7460,391,-6721.6,4
2.19E+05,17333,113,8089,422,-11327,0
8039.1,7410.4,30,549,149,-3438.2,4
1.31E+05,14414,67,5735,328,-7883.9,0
1.40E+05,13614,81,5843,315,-2677.8,4
1.45E+05,15502,170,6058,307,-5799.7,4
26960,9410.1,22,1413,167,-2130.4,3
4300.5,5366.2,21,343,85,-1870.7,2
68788,11365,148,3373,246,-5227.9,1
4036.7,6761.9,71,250,100,-2373.3,4
2.93E+05,19071,53,9271,400,-9358.7,0
3.52E+05,21841,96,12669,512,-9613.5,0
5437.7,7079.3,10,291,78,-2050.6,2
2622.2,4601.2,6,183,71,-1441.6,0
2.91E+05,18977,62,9962,406,-10296,0
28558,10369,11,1027,133,-2553.6,0
2.27E+05,19817,253,8095,514,-15977,0
1.58E+05,16885,85,5538,355,-8069.4,0
14099,6935,81,810,121,-2451.2,3
52.177,2274.6,7,5,34,-243.91,2
9604.2,8269.9,30,553,139,-2873.7,4
3396.7,4533,42,242,61,-1072.7,0
59.107,2244.1,9,5,33,-738.93,4
11115,7294.4,29,454,104,-1500.6,0
2.79E+05,22632,76,9275,467,-9805.4,5
1.42E+05,13755,175,6058,308,-6184.5,4
55313,14949,34,2064,235,-5058,0
20605,8391.6,98,1163,163,-3469.7,4
9383.8,7877.6,79,585,130,-2784.8,0
2.74E+05,24024,52,9012,544,-12611,0
35670,9896.9,122,1692,208,-4342.2,4
9546.7,8273,27,555,137,-2848.6,4
2262.8,4207.3,21,165,55,-1082.3,2
48780,9900.5,37,2534,199,-4062.2,0
18711,10308,122,939,203,-6896.4,0
13390,6379.1,17,805,95,-1612.3,2
1965.2,4460.6,4,165,62,-1028,3
9815.1,7890.6,16,620,124,-2404.8,4
38044,9435.1,41,2055,179,-3777.4,5
13167,6760.9,14,805,96,-1535.5,2
1.36E+05,17097,111,5538,449,-5450.7,4
33669,10346,86,1923,175,-3451.7,4
1.61E+05,18115,96,6289,388,-10201,3
1443.6,3993.4,43,133,52,-998.48,2
4.10E+05,22172,381,13966,547,-14424,0
52037,13868,55,2335,287,-5911.6,5
26217,9972.9,26,1415,174,-3357.9,4
1.41E+05,14560,50,5843,316,-4479.2,3
70734,11889,115,3374,247,-4887.3,2
1.13E+05,17304,38,4619,321,-5902.1,5
12085,6606,8,764,105,-1806.6,2
37890,9537.5,50,1929,179,-4731.5,0
10503,6862.2,15,688,110,-3270.6,3
60203,15107,147,2609,306,-6475.7,3
53.789,2379.1,6,5,32,-539.36,1
1.42E+05,14538,44,5844,315,-5480.2,3
3.41E+05,19313,103,11562,463,-10198,4
12651,7628.5,19,732,133,-3142.7,0
21802,8029.9,38,1207,143,-4473.3,0
33160,10002,86,1921,175,-3459.4,4
51.376,2579.6,7,6,33,-483.99,2
10286,9338.4,98,491,131,-2340.9,4
7566.4,5725.7,76,457,104,-1872.3,2
82661,14113,46,3803,353,-7633.4,0
26832,9096,33,1365,157,-2042,3
5.16E+05,23186,152,18068,539,-11535,4
4145,5239.4,19,291,89,-1260.7,1
13770,6454.6,19,805,97,-1534.6,4
62530,13348,120,2672,238,-4601.3,5
1383,4373.1,15,103,52,-802.81,5
9488.4,7928.5,29,516,101,-1229.1,4
92082,12935,61,3885,253,-5470.3,3
68410,11932,144,3374,248,-4944.4,4
4042.4,5689.3,15,205,85,-2240,3
1.81E+05,13733,301,7096,368,-8642.6,0
4.86E+05,23833,142,15333,526,-11843,0
7496.2,7969.4,13,454,112,-1240,3
2984,4829.4,46,223,66,-1295.2,4
27543,11006,57,1470,213,-3983.2,5
7627.7,5702,76,457,104,-1890.5,2
39779,12135,44,1877,217,-3426.8,0
1.83E+05,15438,68,7087,367,-8788.5,0
1.18E+05,16094,62,4427,270,-4709.1,3
49956,13745,41,2197,261,-6364.1,0
11132,5812.4,26,765,102,-1959.5,5
52927,13657,55,2335,287,-5903.3,5
50727,12190,37,2463,234,-5249.7,2
1.33E+05,16719,71,5328,348,-6722.5,0
3.25E+05,21183,322,10984,481,-13759,0
30191,9474.6,127,1746,171,-3359.7,5
2.94E+05,21265,105,10114,516,-14708,0
4000.9,6842.2,72,248,100,-2268.4,4
38392,8937.6,15,1885,196,-2370.9,3
1.33E+05,15378,98,5537,449,-7190.2,2
7226.9,6791.9,162,486,110,-1350.8,4
10127,9939.5,36,588,153,-2651,2
1.43E+05,13855,161,6057,309,-6159.4,3
75886,13316,46,3211,263,-5453.3,4
10096,9664,38,588,155,-2440.9,2
79417,14695,69,3465,320,-7133.3,5
51.362,2514.7,5,4,33,-575.3,2
32731,9781,35,1630,180,-6607,0
10168,9120.1,32,587,154,-2288.1,2
6903.1,7145.4,16,394,118,-2220.9,5
1.71E+05,14897,107,6746,404,-4258.2,3
3.94E+05,20999,104,12346,469,-13253,0
11927,6733.9,20,766,104,-1691.2,4
3038.7,4659.7,38,248,70,-1193.8,2
7565.3,5634.2,76,456,105,-1857.6,2
39140,9395.5,15,1886,196,-3550.8,3
2.51E+05,20169,48,8861,403,-5164.6,0
92221,12432,64,3886,254,-4921,4
2787.5,5028.9,24,223,66,-1161.9,3
39284,12533,46,1581,233,-294.56,2
46361,12736,55,2062,273,-5838.1,5
10158,7661.6,23,620,123,-2456.9,4
17150,8663.5,83,844,143,-2778.8,3
60158,13599,64,2822,222,-2221.6,4
25144,8150,24,1360,170,-4452,0
1720.5,7291.9,28,89,105,-2661.3,0
59737,10661,139,2459,186,-5169.8,0
5244.2,6208.4,25,343,84,-1550.8,1
48737,11171,175,2324,234,-5984.4,0
37934,10532,117,1751,204,-4231.3,3
4199.8,5726.2,122,319,88,-1479.4,2
52645,11156,53,2192,223,-3840.2,4
80515,14927,94,3382,356,-8933,0
8679.9,7351.3,73,516,108,-1884.5,5
1.40E+05,13828,40,5845,314,926.98,4
12851,7730.7,15,806,131,-2818.2,4
1457.3,3802.9,42,132,53,-1004,2
38795,10907,41,1996,197,-3870.2,4
7375,5975.3,52,545,92,-1660.1,2
39602,11008,28,2117,193,-3886.5,4
51505,14588,46,2463,233,-4641.7,3
14205,9688.6,23,728,147,-2742.8,4
1392.7,3978.6,28,134,51,-818.75,4
4467.8,5706.8,22,292,88,-661.08,4
2.07E+05,18281,281,6634,349,-8588.5,0
1.41E+05,13875,33,5845,315,-5240.1,3
16688,9577.3,86,972,171,-3827.8,3
51832,9500.9,30,2600,187,-3191.1,3
14970,7402.9,70,970,131,-2727,0
14396,7581.5,101,808,121,-2294.5,3
48759,14188,48,2001,270,-6320.4,0
48346,14985,53,2002,336,-4621.4,0
4.63E+05,24364,46,15505,483,-11201,3
83656,12827,30,3449,219,-2988.6,3
26558,9200.6,103,1403,159,-2984.3,4
37761,9200.9,42,2053,180,-3824.2,5
59852,11991,30,2755,246,-6619.4,3
2176.4,3840.9,21,166,54,-1133.6,1
27020,9778.1,29,1414,173,-3334.4,3
27447,9350.5,102,1403,157,-2926.1,3
94140,13216,155,3457,233,-9388.3,0
31614,11647,50,1528,219,-5146.3,0
4602.5,8354.2,26,272,131,-2677.7,4
51352,8913.9,29,2600,189,-2851.9,2
9498.7,8333.2,96,491,129,-2866.2,2
50166,12485,150,2394,249,-6550.8,0
3928.9,5058.2,8,341,71,-1269.5,4
16865,8328.9,77,843,143,-2651.8,3
34312,9971,133,1692,208,-4492.2,4
1.18E+05,15470,50,4425,270,-3450.7,2
1.64E+05,16318,72,6743,351,-7423,2
18551,11717,38,518,144,-3089.8,1
2.19E+05,19376,77,5963,383,-6709.1,0
1569.3,4576.2,12,134,68,-1420.8,0
40716,10828,45,1753,181,-3437,0
7648.2,5853.7,71,456,103,-1876.7,2
26616,9791.2,33,1416,173,-3346.4,4
17204,8816.9,77,844,142,-2698.5,3
4.12E+05,20394,53,14126,474,-8139.9,2
9245.4,8248.4,17,482,119,-2599.4,0
2749.4,4841.5,51,224,68,-1315.9,2
2478.7,5133.1,8,167,77,-1802.3,0
8697.8,6981.8,21,522,119,-2917.7,0
36860,10854,107,1752,204,-4066.5,3
50217,10544,126,2119,191,-4026.1,0
4016.3,7303.2,69,250,100,-2334.2,4
1.63E+05,16756,78,6743,353,-7507.1,2
73150,13228,69,3135,277,-8417.7,0
4.68E+05,24408,47,15505,484,-12900,4
4550.7,5015.7,25,293,88,-1469.8,2
27536,9847.1,35,1522,195,-3010.5,4
10628,8774.2,80,588,138,-2774,3
51767,11726,29,2677,216,-3499.6,3
14247,7432.8,87,808,121,-2295.6,4
4260,5155.9,9,317,78,-1378.8,2
49082,13518,38,2059,223,-2690.8,3
26957,8826.2,38,1365,156,-2369.3,4
9038,7691.2,67,517,107,-1859.3,4
2201.2,4001.6,21,165,53,-1148.3,2
1.16E+05,16028,51,4427,270,-5740.7,3
2.06E+05,18128,142,6079,384,-7679.1,0
1525.4,3928.2,31,99,40,-587.75,2
39696,10246,236,2119,190,-5506.3,0
4720.3,5683.6,22,343,85,-259.89,1
31196,9916.2,82,1923,176,-3337.8,4
13432,8485.4,10,729,148,-2838.8,3
13263,6528.5,18,804,96,-1611.5,2
92746,13621,71,3886,254,-6701.4,3
2.28E+05,19802,111,8349,538,-8740.8,3
4755,7283.4,12,205,85,-2650,1
1329.3,3297.9,12,101,41,-618.74,5
1.86E+05,16748,175,5975,378,-7233.4,0
1.42E+05,14479,54,5844,315,-5919.9,3
4939.2,5661,19,342,84,-1159.1,1
56355,12249,51,2821,224,-2281.6,5
38266,10266,34,2117,194,-4345.8,3
6719.2,7585.6,11,396,119,-1220,5
36065,11482,34,1521,205,-4919,0
15965,10347,56,691,141,-4007.6,0
24894,9060.6,5,1159,146,-4593.8,0
27517,9259.6,27,1520,195,-3279.5,3
28806,9337,30,1363,156,-2350.8,5
4.72E+05,23883,71,15506,482,-11999,3
38418,10125,29,1863,195,-4956.6,0
30323,9372.7,117,1747,171,-3282.1,5
16277,9577.3,74,845,192,-4056.6,0
74711,13099,32,3630,249,-2578.7,2
26674,9537,25,1416,174,-3275.5,4
73775,11648,20,3630,250,-4660.5,2
1.72E+05,17434,74,6517,370,-9248.7,0
11084,6088.5,19,764,103,-1914.3,4
3162.9,5092.2,16,203,80,-933.6,0
1969.9,3429.7,6,160,42,-616.04,5
1.76E+05,18327,44,6634,430,-12388,0
43272,10861,111,2189,232,-8497.9,0
38859,11446,29,1414,166,-1979.9,3
2121.6,3639.4,3,162,44,-570.49,5
20674,8399.5,84,1161,163,-3483.1,4
66036,12907,59,2900,285,-8057.1,0
2789.2,4773.8,45,225,66,-1263.2,2
1.11E+05,16653,33,4618,321,-6251.5,4
2.35E+05,14334,58,9396,349,-6996.9,0
2812.4,4848,36,206,78,-1303.7,4
4.33E+05,24566,165,13977,611,-14367,0
4726.1,7969.9,26,272,130,-2687.3,4
52820,12629,89,2069,238,-5925.7,0
8371.6,6470.1,10,579,106,-2215.6,0
4367.2,5485.7,17,344,86,-1050.5,1
7626.8,5661.6,77,458,103,-1874.6,2
7.85E+05,30772,160,23787,709,-16604,0
33366,9580.1,84,1921,177,-3621.7,4
2996.5,5390.4,43,224,67,-1187.1,4
35154,9640.5,125,1691,209,-4515,5
18906,8951.5,24,896,149,-3573.2,0
55949,11334,51,2822,222,-2751.6,5
1.02E+05,19923,49,3383,312,-3680.6,0
46828,10169,22,2676,216,-3691,3
1.33E+05,13663,72,5833,300,-7723.6,0
29754,12407,24,1021,176,-4474.4,0
1.40E+05,14624,46,5843,315,-5570,2
7043,5514.4,45,545,92,-1685.7,4
4332.2,5063.8,37,242,61,-906.38,5
13085,6444.7,17,803,96,-1686.4,2
25205,8930.5,36,1520,158,-3120.2,3
11065,5780.5,23,764,101,-1878,4
2766.4,4873,39,223,67,-1198.7,4
39296,9496.1,15,1885,195,-3090,3
2178,3966,19,164,53,-1118.8,2
90474,13696,56,3884,253,-5408.9,3
12202,9738.3,82,618,137,-2263.9,4
85896,10915,27,3449,221,-2271.3,3
1.60E+05,17809,82,6291,389,-9569.8,3
1444,3913.9,42,134,52,-947.96,2
4.77E+05,25747,52,15504,482,-10000,4
